Identifiant_de_l_etablissement,Nom_etablissement,Type_etablissement,Statut_public_prive,Adresse_1,Adresse_2,Adresse_3,Code postal,Code_commune,Nom_commune,Code_departement,Code_academie,Code_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Apprentissage,Segpa,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Lycee_des_metiers,Post_BAC,Appartenance_Education_Prioritaire,GRETA,SIREN_SIRET,Nombre_d_eleves,Fiche_onisep,position,Type_contrat_prive,Libelle_departement,Libelle_academie,Libelle_region,coordonnee_X,coordonnee_Y,epsg,nom_circonscription,latitude,longitude,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,etablissement_multi_lignes,rpi_concentre,rpi_disperse,code_nature,libelle_nature,Code_type_contrat_prive,PIAL,etablissement_mere,type_rattachement_etablissement_mere,code_bassin_formation,libelle_bassin_formation
0910905P,Ecole primaire privée Blaise Pascal,Ecole,Privé,28 grande rue Grande Rue,,91310 MONTLHERY,91310,91425,Montlhéry,91,25,11,1,1,,,,169010020,,,ce.0910905P@ac-versailles.fr,1,1,0,,,,,,,,,,,,,,,3.09E+13,,,48.63798206,,,,,,,,,,,,,,,,,,,,,,,,,,
0910910V,Ecole primaire privée du Cours Secondaire,Ecole,Privé,11 rue de Courtaboeuf,,91400 ORSAY,91400,91471,Orsay,91,25,11,1,1,,,,169284372,,,ce.0910910V@ac-versailles.fr,1,0,1,,,,,,,,,,,,,,,7.85E+13,,,48.69498794,,,,,,,,,,,,,,,,,,,,,,,,,,
0910916B,Ecole primaire privée Le Sacré-Coeur,Ecole,Privé,29 rue Chamberlin,,91600 SAVIGNY SUR ORGE,91600,91589,Savigny-sur-Orge,91,25,11,1,1,,,,169053374,,,ce.0910916B@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.6754643,,,,,,,,,,,,,,,,,,,,,,,,,,
0910917C,Ecole primaire privée Notre-Dame de L'Assomption,Ecole,Privé,11 rue d'Antony,,91370 VERRIERES LE BUISSON,91370,91645,Verrières-le-Buisson,91,25,11,1,1,,,,169202361,,,ce.0910917C@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.7478924,,,,,,,,,,,,,,,,,,,,,,,,,,
0912327K,Ecole élémentaire privée TARCISIUS,Ecole,Privé,4 route de Carmel,BP 91640,91640 BRIIS SOUS FORGES,91640,91111,Briis-sous-Forges,91,25,11,1,1,,,,175590951,,,tarcisius.direction@gmail.com,1,0,0,,,,,,,,,,,,,,,,,,48.6489679,,,,,,,,,,,,,,,,,,,,,,,,,,
0912329M,Ecole élémentaire privée la Lumière du Savoir,Ecole,Privé,2 avenue du Général de Gaulle,,91100 CORBEIL ESSONNES,91100,91174,Corbeil-Essonnes,91,25,11,1,1,,,,181850640,,,direction@lalumieredusavoir.fr,0,0,0,,,,,,,,,,,,,,,,,,48.61909204,,,,,,,,,,,,,,,,,,,,,,,,,,
0912356S,Ecole élémentaire privée Le Jardin des Capucines - Ecole Montessori,Ecole,Privé,1 place de Chevry,,91190 GIF SUR YVETTE,91190,91272,Gif-sur-Yvette,91,25,11,1,1,,,,160120665,,,jardin.d.capucines@wanadoo.fr,1,0,0,,,,,,,,,,,,,,,,,,48.68891392,,,,,,,,,,,,,,,,,,,,,,,,,,
0912380T,Ecole de niveau élémentaire A l'Ere Libre,Ecole,Privé,19 rue de l'Alun,,91150 ETAMPES,91150,91223,Etampes,91,25,11,0,1,,,,781787503,,,contact.alerelibre@gmail.com,0,0,0,,,,,,,,,,,,,,,,,,48.43225475,,,,,,,,,,,,,,,,,,,,,,,,,,
0921063F,Ecole primaire privée Saint Alexandre,Ecole,Privé,23 boulevard Jean Jaurès,,92100 BOULOGNE BILLANCOURT,92100,92012,Boulogne-Billancourt,92,25,11,1,1,,,,146050383,,,ce.0921063F@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.84239463,,,,,,,,,,,,,,,,,,,,,,,,,,
0921070N,Ecole primaire privée Saint Thomas de Villeneuve,Ecole,Privé,1646 avenue Roger Salengro,,92370 CHAVILLE,92370,92022,Chaville,92,25,11,1,1,,,,141159515,,,ce.0921070N@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.80798605,,,,,,,,,,,,,,,,,,,,,,,,,,
0921090K,Ecole primaire privée Sainte Geneviève,Ecole,Privé,25 rue d'Estienne d'Orves,,92250 LA GARENNE COLOMBES,92250,92035,La Garenne-Colombes,92,25,11,1,1,,,,142425264,,,ce.0921090K@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.90923463,,,,,,,,,,,,,,,,,,,,,,,,,,
0921093N,Ecole primaire privée Sainte Clotilde,Ecole,Privé,8 rue de l'Abbé Grégoire,,92130 ISSY LES MOULINEAUX,92130,92040,Issy-les-Moulineaux,92,25,11,1,1,,,,146426952,,,ce.0921093N@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.82229897,,,,,,,,,,,,,,,,,,,,,,,,,,
0921114L,Ecole primaire privée Notre-Dame,Ecole,Privé,65 avenue du Général Leclerc,,92340 BOURG LA REINE,92340,92014,Bourg-la-Reine,92,25,11,1,1,,,,141134242,,,ce.0921114L@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.76E+13,,,48.78171314,,,,,,,,,,,,,,,,,,,,,,,,,,
0921120T,Ecole primaire privée Jeanne d'Arc,Ecole,Privé,44 rue Gabriel Péri,,92120 MONTROUGE,92120,92049,Montrouge,92,25,11,1,1,,,,142531895,,,ce.0921120T@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.81878278,,,,,,,,,,,,,,,,,,,,,,,,,,
0921125Y,Ecole primaire privée La Trinité,Ecole,Privé,23 rue des Poissonniers,,92200 NEUILLY SUR SEINE,92200,92051,Neuilly-sur-Seine,92,25,11,1,1,,,,146249545,,,ce.0921125Y@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.76E+13,,,48.88541064,,,,,,,,,,,,,,,,,,,,,,,,,,
0921136K,Ecole primaire privée Saint Joseph,Ecole,Privé,8 rue Emile Verhaeren,,92210 ST CLOUD,92210,92064,Saint-Cloud,92,25,11,1,1,,,,146024982,,,ce.0921136K@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,3.15E+13,,,48.84465489,,,,,,,,,,,,,,,,,,,,,,,,,,
0921142S,Ecole primaire privée Sainte Jeanne d'Arc,Ecole,Privé,7 rue de Rueil,,92310 SEVRES,92310,92072,Sèvres,92,25,11,1,1,,,,145342389,,,ce.0921142S@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.85E+13,,,48.82580787,,,,,,,,,,,,,,,,,,,,,,,,,,
0922758Y,Ecole primaire privée Louqman,Ecole,Privé,138 avenue Pablo Picasso,,92000 NANTERRE,92000,92050,Nanterre,92,25,11,1,1,,,,624808034,,,ihsan.kacem@collectif-ideal.org,0,0,0,,,,,,,,,,,,,,,,,,48.88770723,,,,,,,,,,,,,,,,,,,,,,,,,,
0922807B,Ecole maternelle privée Arco Iris,Ecole,Privé,31 cours l'Isle Seguin,,92100 BOULOGNE BILLANCOURT,92100,92012,Boulogne-Billancourt,92,25,11,1,0,,,,661150947,,,cdekeyser@clubarcoiris.fr,0,0,0,,,,,,,,,,,,,,,,,,48.82780248,,,,,,,,,,,,,,,,,,,,,,,,,,
0922830B,Ecole maternelle privée Montessori Bilingue Smiles n Kids,Ecole,Privé,68 rue Marcel Miquel,,92130 ISSY LES MOULINEAUX,92130,92040,Issy-les-Moulineaux,92,25,11,1,0,,,,627869811,,,contact@montessori-smilesnkids.fr,0,0,0,,,,,,,,,,,,,,,,,,48.81916897,,,,,,,,,,,,,,,,,,,,,,,,,,
0922859H,Ecole maternelle privée crèche prunelle,Ecole,Privé,44 rue Marius Jacotot,,92800 PUTEAUX,92800,92062,Puteaux,92,25,11,1,0,,,,,,,creche.prunellemontessori@gmail.com,1,0,0,,,,,,,,,,,,,,,,,,48.8843822,,,,,,,,,,,,,,,,,,,,,,,,,,
0922901D,Ecole élémentaire privée NOVA,Ecole,Privé,68 rue charles duflot,,92270 BOIS COLOMBES,92270,92009,Bois-Colombes,92,25,11,0,1,,,,630082404,,,valerie.cossart@ecolenova.fr,1,0,0,,,,,,,,,,,,,,,,,,48.91609804,,,,,,,,,,,,,,,,,,,,,,,,,,
0922957P,Ecole maternelle privée marmaroun,Ecole,Privé,54 boulevard RODIN,,92130 ISSY LES MOULINEAUX,92130,92040,Issy-les-Moulineaux,92,25,11,1,0,,,,651939894,,,projet@collegemarmaroun.com,0,0,0,,,,,,,,,,,,,,,8.54E+13,,,48.81916043,,,,,,,,,,,,,,,,,,,,,,,,,,
0922959S,Ecole primaire privée marmaroun,Ecole,Privé,54 boulevard rodin,,92130 ISSY LES MOULINEAUX,92130,92040,Issy-les-Moulineaux,92,25,11,1,1,,,,651939894,,,projet@marmaroun.com,0,0,0,,,,,,,,,,,,,,,8.54E+13,,,48.81916043,,,,,,,,,,,,,,,,,,,,,,,,,,
0931089D,Ecole primaire privée Saint Pie X,Ecole,Privé,2 rue Claude Debussy,,93290 TREMBLAY EN FRANCE,93290,93073,Tremblay-en-France,93,24,11,1,1,,,,148603820,,,ce.0931089D@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,212,,48.95872632,,,,,,,,,,,,,,,,,,,,,,,,,,
0931101S,Ecole primaire privée Saint Louis- Sainte Clotilde,Ecole,Privé,16 allée des Hêtres,,93340 LE RAINCY,93340,93062,Le Raincy,93,24,11,1,1,,,,143013640,,,ce.0931101S@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.08E+13,229,,48.89537214,,,,,,,,,,,,,,,,,,,,,,,,,,
0931107Y,Ecole primaire privée Sainte Croix,Ecole,Privé,55 rue Henri Barbusse,,93130 NOISY LE SEC,93130,93053,Noisy-le-Sec,93,24,11,1,1,,,,148455384,,,ce.0931107Y@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,203,,48.89099676,,,,,,,,,,,,,,,,,,,,,,,,,,
0931108Z,Ecole primaire privée Françoise Cabrini,Ecole,Privé,20 rue du Docteur Sureau,,93160 NOISY LE GRAND,93160,93051,Noisy-le-Grand,93,24,11,1,1,,,,148151625,,,ce.0931108Z@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.40E+13,378,,48.84615103,,,,,,,,,,,,,,,,,,,,,,,,,,
0931120M,Ecole primaire privée Sainte Jeanne d'Arc,Ecole,Privé,12 rue Léon Bry,,93220 GAGNY,93220,93032,Gagny,93,24,11,1,1,,,,143811440,,,ce.0931120M@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,208,,48.88584172,,,,,,,,,,,,,,,,,,,,,,,,,,
0931136E,Ecole primaire privée Saint Joseph,Ecole,Privé,36 rue Jacques Duclos,,93600 AULNAY SOUS BOIS,93600,93005,Aulnay-sous-Bois,93,24,11,1,1,,,,148665385,,,ce.0931136E@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,3.83E+13,474,,48.94978824,,,,,,,,,,,,,,,,,,,,,,,,,,
0932494F,Ecole Maternelle Privée Montessori Maison des Enfants,Ecole,Privé,08 place SEVERINE,,93310 LE PRE ST GERVAIS,93310,93061,Le Pré-Saint-Gervais,93,24,11,1,0,,,,148445566,,,ce.0932494F@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,,,,48.88218802,,,,,,,,,,,,,,,,,,,,,,,,,,
0932603Z,Ecole Primaire Privée Malik Ibn Anas,Ecole,Privé,17 allée Louis Bréguet,,93420 VILLEPINTE,93420,93078,Villepinte,93,24,11,1,1,,,,658145740,,,ce.0932603Z@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,,,,48.95576462,,,,,,,,,,,,,,,,,,,,,,,,,,
0932666T,Association Pour la Connaissance et le Savoir,Ecole,Privé,Rue ALFRED NOBEL,,93270 SEVRAN,93270,93071,Sevran,93,24,11,1,1,,,,620582839,,,ce.0932666T@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,,,,48.93293771,,,,,,,,,,,,,,,,,,,,,,,,,,
0932676D,Ecole Primaire Privée S'épanouir Autrement,Ecole,Privé,113 rue de la Plaine,,93160 NOISY LE GRAND,93160,93051,Noisy-le-Grand,93,24,11,1,1,,,,763077836,,,ce.0932676D@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,,,,48.85101244,,,,,,,,,,,,,,,,,,,,,,,,,,
0932688S,Ecole les Chrysalides 93,Ecole,Privé,6 rue de Mulhouse,,93110 ROSNY SOUS BOIS,93110,93064,Rosny-sous-Bois,93,24,11,0,1,,,,660193608,,,ce.0932688S@ac-creteil.fr,1,0,1,,,,,,,,,,,,,,,,,,48.86754321,,,,,,,,,,,,,,,,,,,,,,,,,,
0932809Y,Ecole élémentaire privée Montessori 21 de Pantin,Ecole,Privé,55 avenue Jean Lolive,,93500 PANTIN,93500,93055,Pantin,93,24,11,0,1,,,,672722612,,,ce.0932809Y@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,,,,48.89130272,,,,,,,,,,,,,,,,,,,,,,,,,,
0940992T,Ecole primaire privée Albert de Mun,Ecole,Privé,5 avenue Georges Clemenceau,,94130 NOGENT SUR MARNE,94130,94052,Nogent-sur-Marne,94,24,11,1,1,,,,148737991,,,ce.0940992t@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,5.42E+13,509,,48.83634982,,,,,,,,,,,,,,,,,,,,,,,,,,
0941001C,Ecole primaire privée Le Rosaire,Ecole,Privé,22 avenue des Arts,,94100 ST MAUR DES FOSSES,94100,94068,Saint-Maur-des-Fossés,94,24,11,1,1,,,,148839104,,,ce.0941001C@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,197,,48.80389313,,,,,,,,,,,,,,,,,,,,,,,,,,
0941008K,Ecole maternelle privée Sainte Marie,Ecole,Privé,84 rue Victor Basch,,94320 THIAIS,94320,94073,Thiais,94,24,11,1,0,,,,148538450,,,ce.0941008K@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,57,,48.76307375,,,,,,,,,,,,,,,,,,,,,,,,,,
0941012P,Ecole primaire privée Notre-Dame de La Providence,Ecole,Privé,41 rue de Fontenay,,94300 VINCENNES,94300,94080,Vincennes,94,24,11,1,1,,,,143280359,,,ce.0941012P@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,389,,48.84776039,,,,,,,,,,,,,,,,,,,,,,,,,,
0942018H,Ecole primaire privée Timothée,Ecole,Privé,89 rue ANDRE TESSIER,,94120 FONTENAY SOUS BOIS,94120,94033,Fontenay-sous-Bois,94,24,11,1,1,,,,177014325,,,ce.0942018H@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,3.94E+13,,,48.85268579,,,,,,,,,,,,,,,,,,,,,,,,,,
0942388K,Ecole privée Haya Mouchka Bry,Ecole,Privé,94 rue de la République,,94360 BRY SUR MARNE,94360,94015,Bry-sur-Marne,94,24,11,1,1,,,,622636598,,,ce.0942388K@ac-creteil.fr,1,0,0,,,,,,,,,,,,,,,,,,48.84786267,,,,,,,,,,,,,,,,,,,,,,,,,,
0942502J,Ecole Sports Etudes de Paris,Ecole,Privé,Chemin des Marmouzets,,94510 LA QUEUE EN BRIE,94510,94060,La Queue-en-Brie,94,24,11,0,1,,,,603903394,,,ce.0942502J@ac-creteil.fr,0,0,0,,,,,,,,,,,,,,,5.30E+13,,,48.77862884,,,,,,,,,,,,,,,,,,,,,,,,,,
0950827H,Ecole primaire privée Sainte Geneviève,Ecole,Privé,72 rue de la République,,95100 ARGENTEUIL,95100,95018,Argenteuil,95,25,11,1,1,,,,134117080,,,ce.0950827H@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,,,48.95374038,,,,,,,,,,,,,,,,,,,,,,,,,,
0950830L,Ecole primaire privée Institution Jeanne-d'Arc,Ecole,Privé,14 rue Alsace Lorraine,,95260 BEAUMONT SUR OISE,95260,95052,Beaumont-sur-Oise,95,25,11,1,1,,,,134700110,,,ce.0950830L@ac-versailles.fr,1,1,0,,,,,,,,,,,,,,,7.86E+13,,,49.14432832,,,,,,,,,,,,,,,,,,,,,,,,,,
0950833P,Ecole primaire privée Sainte Marie,Ecole,Privé,24 rue Charles de Gaulle,,95170 DEUIL LA BARRE,95170,95197,Deuil-la-Barre,95,25,11,1,1,,,,139835953,,,ce.0950833P@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,,,48.97575772,,,,,,,,,,,,,,,,,,,,,,,,,,
0950834R,Ecole primaire privée Sainte Marguerite,Ecole,Privé,39 rue Tarbe des Sablons,,95600 EAUBONNE,95600,95203,Eaubonne,95,25,11,1,1,,,,139595774,,,ce.0950834R@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,,,48.99398628,,,,,,,,,,,,,,,,,,,,,,,,,,
0950837U,Ecole primaire privée Saint Louis Sainte Thérèse,Ecole,Privé,4 rue de Malleville,,95880 ENGHIEN LES BAINS,95880,95210,Enghien-les-Bains,95,25,11,1,1,,,,139644901,,,ce.0950837U@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,7.86E+13,,,48.97039989,,,,,,,,,,,,,,,,,,,,,,,,,,
0950857R,Ecole primaire privée Institution Le Rosaire,Ecole,Privé,39 rue du Général de Gaulle,,95320 ST LEU LA FORET,95320,95563,Saint-Leu-la-Forêt,95,25,11,1,1,,,,134183805,,,ce.0950857R@ac-versailles.fr,1,0,1,,,,,,,,,,,,,,,3.11E+13,,,49.01521229,,,,,,,,,,,,,,,,,,,,,,,,,,
0950862W,Ecole primaire privée Sainte Marie,Ecole,Privé,8 place de Vaucelles,,95150 TAVERNY,95150,95607,Taverny,95,25,11,1,1,,,,139600487,,,ce.0950862W@ac-versailles.fr,1,0,0,,,,,,,,,,,,,,,3.15E+13,,,49.02439165,,,,,,,,,,,,,,,,,,,,,,,,,,
0951802T,Ecole primaire privée Montessori bilingue,Ecole,Privé,106 rue ALEXANDRE PRACHAY,,95590 PRESLES,95590,95504,Presles,95,25,11,1,1,,,,139377210,,,ecolemontessori@wanadoo.fr,1,0,0,,,,,,,,,,,,,,,3.83E+13,,,49.11007191,,,,,,,,,,,,,,,,,,,,,,,,,,
0952073M,Ecole élémentaire privée Leonard de Vinci,Ecole,Privé,3 avenue Paul Langevin,,95220 HERBLAY SUR SEINE,95220,95306,Herblay-sur-Seine,95,25,11,1,1,,,,134148397,,,pa.senac.aep95@gmail.com,0,0,0,,,,,,,,,,,,,,,,,,49.00204785,,,,,,,,,,,,,,,,,,,,,,,,,,
0952150W,Ecole élémentaire privée NER,Ecole,Privé,4 rue JEAN LURCAT,,95200 SARCELLES,95200,95585,Sarcelles,95,25,11,1,1,,,,139948375,,,asso.ner@free.fr,0,0,0,,,,,,,,,,,,,,,,,,48.98220907,,,,,,,,,,,,,,,,,,,,,,,,,,
0952195V,Ecole maternelle privée Esprit d'Eveil,Ecole,Privé,Route STRATEGIQUE,,95240 CORMEILLES EN PARISIS,95240,95176,Cormeilles-en-Parisis,95,25,11,1,0,,,,619553562,,,contact@ecole-esprit-deveil.com,0,0,0,,,,,,,,,,,,,,,,,,48.98337925,,,,,,,,,,,,,,,,,,,,,,,,,,
0952197X,Ecole élémentaire privée Les petites souris de Montessori,Ecole,Privé,44 rue DE LA FONTAINE D'AMOUR,,95270 VIARMES,95270,95652,Viarmes,95,25,11,1,1,,,,672334142,,,lespetitessourisdemontessori@gmail.com,0,0,0,,,,,,,,,,,,,,,,,,49.12519577,,,,,,,,,,,,,,,,,,,,,,,,,,
0952202C,Ecole élémentaire privé Gueoulat Israël des Institutions Loubavitch,Ecole,Privé,43 avenue du 8 Mai 1945,,95200 SARCELLES,95200,95585,Sarcelles,95,25,11,1,1,,,,139921390,,,lildvd@hotmail.fr,1,0,0,,,,,,,,,,,,,,,3.93E+13,,,48.97780593,,,,,,,,,,,,,,,,,,,,,,,,,,
0952234M,Ecole élémentaire privée Jamondeyra,Ecole,Privé,12 chaussée Jules César,,95520 OSNY,95520,95476,Osny,95,25,11,1,1,,,,614560513,,,nalexandra@hotmail.com,1,0,0,,,,,,,,,,,,,,,,,,49.05077021,,,,,,,,,,,,,,,,,,,,,,,,,,
0753902J,Lycée privé Notre-Dame de France,Lycée,Privé,63 rue de la Santé,,,75013,75100,Paris,75,1,11,,,1,0,0,01 44 08 69 70,01 44 08 69 71,https://notredamedefranceparis.fr/,mlcaravano@ndfrance.fr,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,7.85E+13,226,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4757,48.83306343,,,,,,,,,,,,,,,,,,,,,,,,,,
0910836P,Collège du Sacré-Coeur,Collège,Privé,29 rue Chamberlin,,,91600,91589,Savigny-sur-Orge,91,25,11,,,0,0,0,01 69 05 33 74,01 69 05 94 19,http://sacrecoeursavigny.free.fr,0910836P@ac-versailles.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.76E+13,235,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10701,48.6754643,,,,,,,,,,,,,,,,,,,,,,,,,,
0932303Y,Lycée général privé de fille Merkaz Hatorah,Lycée,Privé,67 boulevard du Midi,,,93340,93062,Le Raincy,93,24,11,,,1,0,0,01 43 02 50 11,01 43 02 95 46,https://www.merkazhatorah.fr/college-lycee-filles,ce.0932303y@ac-creteil.fr,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,7.86E+13,104,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9984,48.89449707,,,,,,,,,,,,,,,,,,,,,,,,,,
0783351U,Notre-Dame du Grandchamp,Lycée,Privé,97 rue Royale,,,78000,78646,Versailles,78,25,11,,,1,1,0,01 39 24 12 80,01 30 21 17 00,http://www.nd-grandchamp.fr,0783351U@ac-versailles.fr,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,,0,7.85E+13,1030,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8407,48.79333581,,,,,,,,,,,,,,,,,,,,,,,,,,
0931764M,Lycée général privé Ohr Sarah,Lycée,Privé,6 rue Saint Louis,,,93500,93055,Pantin,93,24,11,,,1,0,0,01 48 45 64 21,,,ce.0931970L@ac-creteil.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4.15E+13,22,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15283,48.89141327,,,,,,,,,,,,,,,,,,,,,,,,,,
0930946Y,Lycée professionnel privé Saint Vincent de Paul,Lycée,Privé,18 boulevard Félix Faure,,,93200,93066,Saint-Denis,93,24,11,,,0,0,1,01 48 22 34 56,01 48 26 14 44,http://stvincentstdenis.org/,ce.0930946Y@ac-creteil.fr,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,7.86E+13,160,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14428,48.93801249,,,,,,,,,,,,,,,,,,,,,,,,,,
0931812P,Lycée général privé Saint-Louis Sainte-Clotilde,Lycée,Privé,37 allée La Fontaine,BP 131,,93340,93062,Le Raincy,93,24,11,,,1,1,0,01 43 01 31 40,01 41 53 15 56,http://www.saintlouis-sainteclotilde.org/,direction@saintlouis-sainteclotilde.org,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,3.08E+13,448,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5136,48.89290404,,,,,,,,,,,,,,,,,,,,,,,,,,
0931026K,Lycée polyvalent privé Protectorat Saint-Joseph,Lycée,Privé,36 rue Jacques Duclos,,,93600,93005,Aulnay-sous-Bois,93,24,11,,,0,1,0,01 48 66 10 41,01 48 69 77 44,http://protectorat.fr,lycee@protectorat.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,7.85E+13,112,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10778,48.94978824,,,,,,,,,,,,,,,,,,,,,,,,,,
0911745C,Collège Saint-Charles,Collège,Privé,2 rue Geneviève Anthonioz de Gaulle,,,91205,91027,Athis-Mons,91,25,11,,,0,0,0,01 60 48 71 11,01 69 38 48 45,http://www.scharles.net,0911745c@ac-versailles.fr,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,0,7.76E+13,1252,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9807,48.70932275,,,,,,,,,,,,,,,,,,,,,,,,,,
0754006X,Collège privé Notre-Dame de Lourdes,Collège,Privé,16 rue Taclet,,,75020,75100,Paris,75,1,11,,,0,0,0,01 40 30 33 75,01 40 30 96 30,http://www.ndl75.fr/,secretariatndl@magic.fr,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.85E+13,375,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3350,48.87147306,,,,,,,,,,,,,,,,,,,,,,,,,,
0752896R,Collège privé Notre-Dame de France,Collège,Privé,63 rue de la Santé,,,75013,75100,Paris,75,1,11,,,0,0,0,01 44 08 69 70,01 44 08 69 71,http://www.notredamedefrance.com/,ce.0752896R@ac-paris.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.85E+13,351,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2767,48.83306343,,,,,,,,,,,,,,,,,,,,,,,,,,
0940810V,Collège Saint-André,Collège,Privé,5 place de l'ancien Marché,,,94130,94052,Nogent-sur-Marne,94,24,11,,,0,0,0,01 48 73 19 63,01 43 94 30 62,http://www.saint-andre-nogent.org/,av.sano@wanadoo.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7.88E+13,315,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15348,48.83769329,,,,,,,,,,,,,,,,,,,,,,,,,,
0754920R,Section d'enseignement professionnel du lycée privé Catherine Labouré,Lycée,Privé,29 rue Gassendi,,,75014,75100,Paris,75,1,11,,,0,0,1,01 43 22 02 62,01 43 22 49 62,http://www.saintecatherinelaboure.com/,catherine.laboure@wanadoo.fr,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17979,48.83401622,,,,,,,,,,,,,,,,,,,,,,,,,,
0920875B,Lycée Sainte-Marie de Neuilly,Lycée,Privé,24 boulevard Victor Hugo,,,92200,92051,Neuilly-sur-Seine,92,25,11,,,1,0,0,01 47 57 58 58,01 47 57 42 47,http://saintemariedeneuilly.fr,secretariat.direction@saintemariedeneuilly.fr,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,,0,7.76E+13,306,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11219,48.8846816,,,,,,,,,,,,,,,,,,,,,,,,,,
0932367T,Section d'enseignement professionnel du lycée  la Salle Saint-Denis,Lycée,Privé,6-8 place de la Résistance,,,93200,93066,Saint-Denis,93,24,11,,,0,0,1,01 55 87 45 00,01 55 87 45 58,https://www.lasallesaintdenis.com,contact@lasallesaintdenis.com,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,7.86E+13,,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16970,48.93281418,,,,,,,,,,,,,,,,,,,,,,,,,,
0772153X,Lycée technologique Jean Rose - secteur tertiaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
